product_id,product_category_id,product_name
257,12,Under Armour Women's Tech T-Shirt
258,12,Nike Women's Free 5.0 TR FIT PRT 4 Training S
259,12,Nike Women's Pro Hyperwarm Fitted Tights
260,12,ASICS Women's GEL-Nimbus 15 Running Shoe
261,12,ASICS Women's GEL-Cumulus 15 Running Shoe
262,12,Fitness Gear Pro Utility Bench
263,12,Nike Women's Legend V-Neck T-Shirt
264,12,Nike Dri-FIT Crew Sock 6 Pack
265,13,Elevation Training Mask 2.0
266,13,Under Armour Men's Ignite Camo II Slide
267,13,Nike Men's Comfort 2 Slide
268,13,Everlast PowerCore 2 Station Stand and Bag Ki
269,13,Under Armour Men's Ignite III Slide
270,13,Nike Men's Comfort 2 Slide
271,13,Under Armour Kids' Ignite III Slide
272,13,Under Armour Women's Ignite VI Slide
273,13,Under Armour Kids' Mercenary Slide
274,13,Nike Men's Benassi Swoosh Slide
275,13,Under Armour Girls' UA Ignite VI Slide
276,13,Under Armour Women's Ignite Slide
277,13,Under Armour Women's Ignite VI Camo Slide
278,13,Under Armour Men's Compression EV SL Slide
279,13,Nike Men's Air LeBron 3 Elite Slide
280,13,Under Armour Hustle Storm Medium Duffle Bag
281,13,Fitness Gear Heavy Bag Stand
282,13,Under Armour Women's Ignite PIP VI Slide
283,13,Under Armour Kids' Mercenary Slide
284,13,Under Armour Women's Ignite VI Slide
285,13,Under Armour Men's Mercenary Slide
286,13,Under Armour Men's Ignite III Slide
287,13,Nike Men's Comfort 2 Slide
288,13,Nike Men's Air LeBron 3 Elite Slide
289,38,Nike+ Fuelband SE
290,38,Fitbit Flex Wireless Activity & Sleep Wristba
291,38,Garmin Forerunner 220 GPS Watch
292,38,Garmin Women's Forerunner 10 GPS Watch
293,38,Garmin vivofit Fitness Band with HRM
294,38,Garmin Forerunner 10 GPS Watch
295,38,Fitbit The One Wireless Activity & Sleep Trac
296,38,Nike+ Sportwatch GPS Powered by TomTom with S
297,38,Garmin vivofit Fitness Band
298,38,Garmin Forerunner 15 GPS Watch with HRM
299,38,Jawbone UP24 Activity Tracker
300,38,Garmin Forerunner 620 GPS Watch with Heart Ra
301,38,Garmin Forerunner 15 GPS Watch
302,38,Nike+ Sportwatch GPS Powered by TomTom
303,38,Garmin Forerunner 910XT GPS Watch
304,38,Garmin Forerunner 220 GPS Watch with Premium 
305,38,Mio ALPHA Heart Rate Monitor/Sport Watch
306,38,Polar FT4 Heart Rate Monitor
307,38,Garmin Forerunner 910XT with HRM
308,38,Fitbit Zip Wireless Activity Tracker
309,38,Fitbit Aria Wi-Fi Smart Scale
310,38,Beats by Dr. Dre Solo2 Headphones
311,38,Polar Loop Activity Tracker
312,38,TomTom Multi-Sport Cardio + Cycle GPS Watch w
313,15,Under Armour Women's Seamless Essential Sport
314,15,Nike Women's Studio Wrap
315,15,Nike Women's Legend Tight Capris 2.0
316,15,Nike Women's Legend Regular Capris 2.0
317,15,Nike Women's Printed Studio Wrap
318,15,Under Armour Women's Seamless Advantage Sport
319,15,Under Armour Women's HeatGear Sonic Printed C
320,15,Manduka PRO Yoga Mat
321,15,Reebok Women's Fitness Essentials Regular Fit
322,15,Nike Women's Studio Wrap Three-Part Pack
323,15,Under Armour Women's Achieve T-Back Tank Top
324,15,Reebok Women's Fitness Essential Slim Fit Cap
325,15,lucy Women's Hatha Capri Leggings
326,15,Mission Enduracool Instant Cooling Towel
327,15,Reebok Women's Performance Regular Motion Fit
328,15,Under Armour Women's Perfect Flowy Tank Top
329,15,Under Armour Women's Essential Banded Tank To
330,15,Nike Women's Dri-FIT Cotton Tight Capris
331,15,The North Face Women's Be Calm Tank Top
332,15,Under Armour Women's Pure Stretch Sheer Cheek
333,15,lucy Women's Heart Center Tank Top
334,15,Reebok Women's Fitness Essentials Regular Fit
335,15,Nike Women's Dri-FIT Cotton Regular-Fit Capri
336,15,"Nike Swoosh Headband - 2"""
337,16,Fitness Gear 300 lb Olympic Weight Set
338,16,Nike Men's Fingertrap Max Training Shoe
339,16,Elevation Training Mask 2.0
340,16,PRIMED 12' x 6' Instant Soccer Goal
341,16,Fitness Gear Pro Utility Bench
342,16,SKLZ Quickster 12' x 6' Portable Soccer Goal
343,16,Teeter Hang Ups NXT-S Inversion Table
344,16,Under Armour Men's Ignite Camo II Slide
345,16,Fitness Gear Pro Olympic Bench
346,16,Fitness Gear Pro Half Rack
347,16,adidas Brazuca Final Rio Top Glider Soccer Ba
348,16,McDavid HEX Extended Leg Sleeves
349,16,Franklin 12' x 6' Competition Steel Soccer Go
350,16,Nike Men's Comfort 2 Slide
351,16,Jugs Complete Practice Travel Screen
352,16,Under Armour Men's Ignite III Slide
353,16,Nike Men's Comfort 2 Slide
354,16,Nike Men's Fingertrap Max Training Shoe
355,16,Nike Men's Free Trainer 5.0 Training Shoe
356,16,PRIMED 7' x 5' Soccer Trainer
357,16,Under Armour Kids' Ignite III Slide
358,16,Reebok Women's Solid Classic Tank Swimsuit
359,16,Nike Men's Free TR 5.0 TB Training Shoe
360,16,Under Armour Women's Ignite VI Slide
361,17,Bowflex Uppercut
362,17,Perfect Fitness Perfect Ab Strap Pro
363,17,Total Gym 1100
364,17,Total Gym 1400
365,17,Perfect Fitness Perfect Rip Deck
366,17,Gazelle Supreme Glider
367,17,Gazelle Edge Pro Glider
368,17,Pink BOSU Balance Trainer
369,17,BOSU Ballast Ball
370,17,Kettleglove Unisex Kettleball Gloves
371,17,Total Gym 1900
372,17,Perfect Ab Carver Pro
373,17,Perfect Fitness Multi Gym Pro
374,17,Perfect Pushup BASIC
375,17,Gold's Gym K10 7-in-1 Body Building Kit
376,17,Perfect Pushup V2 Performance
377,17,Perfect Pullup Basic
378,17,AB Roller Evolution
379,17,Perfect Multi-Gym - As Seen on TV!
380,17,BOSU Balance Trainer
381,18,Under Armour Men's Highlight MC Football Clea
382,18,PUMA Men's evoPOWER 1 Tricks FG Soccer Cleat
383,18,Under Armour Men's Renegade D Mid Football Cl
384,18,Under Armour Men's Renegade D Mid Football Cl
385,18,Jordan Men's VI Retro TD Football Cleat
386,18,Nike Men's Vapor Carbon Elite TD Football Cle
387,18,adidas Kids' F5 Messi FG Soccer Cleat
388,18,Nike Men's Hypervenom Phantom Premium FG Socc
389,18,Under Armour Men's Highlight MC Football Clea
390,18,Under Armour Men's Highlight MC Alter Ego Fla
391,18,Under Armour Men's Renegade D Mid Football Cl
392,18,Under Armour Kids' Highlight RM Alter Ego Sup
393,18,Under Armour Men's Highlight MC Football Clea
394,18,Nike Men's Fingertrap Max Training Shoe
395,18,adidas Kids' F10 Messi TRX FG Soccer Cleat
396,18,Under Armour Men's Highlight MC Football Clea
397,18,Under Armour Kids' Highlight RM Football Clea
398,18,adidas Men's F10 Messi TRX FG Soccer Cleat
399,18,Under Armour Men's Highlight MC Alter Ego Hul
400,18,Under Armour Men's Highlight MC Football Clea
401,18,adidas Men's F10 Messi FG Soccer Cleat
402,18,Under Armour Men's Highlight MC Alter Ego Cap
403,18,Nike Men's CJ Elite 2 TD Football Cleat
404,18,Nike Men's Vapor Carbon Elite TD Football Cle
405,19,Under Armour Men's Highlight MC Football Clea
406,19,Nike+ Fuelband SE
407,19,PUMA Men's evoPOWER 1 Tricks FG Soccer Cleat
408,19,Fitbit Flex Wireless Activity & Sleep Wristba
409,19,Under Armour Men's Renegade D Mid Football Cl
410,19,Nike Men's Free 5.0+ Running Shoe
411,19,Under Armour Men's Renegade D Mid Football Cl
412,19,Jordan Men's VI Retro TD Football Cleat
413,19,Nike Men's Vapor Carbon Elite TD Football Cle
414,19,Nike Men's Hypervenom Phantom Premium FG Socc
415,19,Under Armour Men's Highlight MC Football Clea
416,19,Nike Men's Free 5.0 Running Shoe
417,19,Under Armour Men's Highlight MC Alter Ego Fla
418,19,Under Armour Men's Renegade D Mid Football Cl
419,19,Brooks Men's Adrenaline GTS 13 Running Shoe
420,19,Under Armour Men's Highlight MC Football Clea
421,19,Nike Men's Fingertrap Max Training Shoe
422,19,Under Armour Men's Highlight MC Football Clea
423,19,adidas Men's F10 Messi TRX FG Soccer Cleat
424,19,Under Armour Men's Highlight MC Alter Ego Hul
425,19,Nike Men's Air Max 2014 Running Shoe
426,19,Under Armour Men's Highlight MC Football Clea
427,19,adidas Men's F10 Messi FG Soccer Cleat
428,19,Under Armour Men's Highlight MC Alter Ego Cap
429,20,Brooks Women's Adrenaline GTS 13 Running Shoe
430,20,Nike+ Fuelband SE
431,20,Fitbit Flex Wireless Activity & Sleep Wristba
432,20,Nike Women's Free 4.0 Running Shoe
433,20,Under Armour Women's Micro G Skulpt Running S
434,20,Brooks Women's Ghost 6 Running Shoe
435,20,Nike Women's Free 5.0+ Running Shoe
436,20,Brooks Women's Ghost 6 Running Shoe
437,20,ASICS Women's GEL-Noosa Tri 9 Running Shoe
438,20,Nike Women's Free 5.0 TR FIT PRT 4 Training S
439,20,ASICS Women's GEL-Nimbus 15 Running Shoe
440,20,Nike Men's Mercurial Victory IV FG Soccer Cle
441,20,ASICS Women's GEL-Cumulus 15 Running Shoe
442,20,Nike Dri-FIT Crew Sock 6 Pack
443,20,Nike Women's Air Pegasus+ 30 Running Shoe
444,20,Nike Women's Downshifter 5 Running Shoe
445,20,Nike Women's Air Pegasus+ 30 Running Shoe
446,20,Nike Women's LunarGlide+ 5 Running Shoe
447,20,Nike Women's Free TR Connect 2 Training Shoe
448,20,Nike Women's Zoom Fly Running Shoe
449,20,Mizuno Women's Wave Inspire 9 Running Shoe
450,20,Garmin Forerunner 220 GPS Watch
451,20,Garmin Women's Forerunner 10 GPS Watch
452,20,Garmin vivofit Fitness Band with HRM
453,21,Nike Kids' Grade School KD VI Basketball Shoe
454,21,adidas Kids' F5 Messi FG Soccer Cleat
455,21,Under Armour Kids' Highlight RM Alter Ego Sup
456,21,adidas Kids' F10 Messi TRX FG Soccer Cleat
457,21,Under Armour Kids' Highlight RM Football Clea
458,21,Nike Kids' Grade School LeBron XI Basketball 
459,21,Under Armour Kids' Highlight RM Alter Ego Cap
460,21,Under Armour Kids' Highlight RM Alter Ego Bat
461,21,Under Armour Kids' Highlight RM Football Clea
462,21,Under Armour Kids' Highlight RM Alter Ego Fla
463,21,Nike Kids' Grade School KD VI Basketball Shoe
464,21,Nike Kids' Vapor Strike 4 Mid TD Football Cle
465,21,Under Armour Kids' Highlight RM Football Clea
466,21,Under Armour Kids' Highlight RM Alter Ego Hul
467,21,Nike Kids' Vapor Strike 4 Mid TD Football Cle
468,21,Under Armour Kids' C1N MC Football Cleat
469,21,Nike Kids' Vapor Strike 4 Mid TD Football Cle
470,21,adidas Kids' RG III Mid Football Cleat
471,21,Nike Kids' Grade School KD VI Basketball Shoe
472,21,Nike Kids' Vapor Strike 4 Mid TD Football Cle
473,21,Under Armour Kids' Highlight RM Football Clea
474,21,Nike Hyper Elite Crew Basketball Sock
475,21,Nike Kids' Vapor Strike 4 Mid TD Football Cle
476,21,Reebok All Sport Athletic Sock
477,22,Nike Women's Tempo Shorts
478,22,Nike Women's Tempo Shorts
479,22,Brooks Women's Adrenaline GTS 13 Running Shoe
480,22,Nike+ Fuelband SE
481,22,Top Flite Women's XL 12-Piece Complete Set - 
482,22,Fitbit Flex Wireless Activity & Sleep Wristba
483,22,Nike Women's Tempo Shorts
484,22,Nike Men's Free 5.0+ Running Shoe
485,22,"Nike Women's Pro Core 3"" Compression Shorts"
486,22,Coleman River Gorge 6 Person Dome Tent
487,22,Jordan Men's VI Retro TD Football Cleat
488,22,SOLE E25 Elliptical
489,22,Nike Kids' Grade School KD VI Basketball Shoe
490,22,Nike Women's Free 4.0 Running Shoe
491,22,Under Armour Women's Micro G Skulpt Running S
492,22,Nike Men's Free 5.0 Running Shoe
493,22,Brooks Women's Ghost 6 Running Shoe
494,22,Nike Women's Pro Victory Compression Bra
495,22,Slazenger Women's Ava Sleeveless Fashion Golf
496,22,SOLE F85 Treadmill
497,22,Nike Women's Free 5.0+ Running Shoe
498,22,Brooks Men's Adrenaline GTS 13 Running Shoe
499,22,Brooks Women's Ghost 6 Running Shoe
500,22,Kijaro Dual Lock Chair
501,24,Nike Men's USA White Home Stadium Soccer Jers
502,24,Nike Men's Dri-FIT Victory Golf Polo
503,24,Nike Youth USA Away Stadium Replica Soccer Je
504,24,adidas Brazuca 2014 Top Glider Soccer Ball
505,24,Nike Men's USA Away Stadium Replica Soccer Je
506,24,adidas Men's Germany Home Soccer Jersey
507,24,Nike+ Fuelband SE
508,24,PUMA Men's evoPOWER 1 Tricks FG Soccer Cleat
509,24,adidas Brazuca 2014 Top Repliqué Soccer Ball
510,24,Fitbit Flex Wireless Activity & Sleep Wristba
511,24,"Nike Women's Pro Core 3"" Compression Shorts"
512,24,Nike Men's Flat Front Tech Golf Shorts
513,24,adidas Brazuca 2014 Official Match Ball
514,24,adidas Men's Germany Black/Red Away Match Soc
515,24,adidas Kids' F5 Messi FG Soccer Cleat
516,24,Callaway X Hot Laser Rangefinder
517,24,Nike Men's Hypervenom Phantom Premium FG Socc
518,24,Nike Women's Pro Victory Compression Bra
519,24,adidas Men's Mexico Home Soccer Jersey
520,24,adidas Men's Ultimate Short Sleeve Shirt
521,24,Nike Men's Dri-FIT Flat Front Tech Golf Pants
522,24,Reebok Men's Full Zip Training Jacket
523,24,adidas Kids' F10 Messi TRX FG Soccer Cleat
524,24,adidas Men's F10 Messi TRX FG Soccer Cleat
525,25,Nike Women's Tempo Shorts
526,25,Nike Men's USA White Home Stadium Soccer Jers
527,25,Nike Women's Tempo Shorts
528,25,Nike Youth USA Away Stadium Replica Soccer Je
529,25,adidas Brazuca 2014 Top Glider Soccer Ball
530,25,Brooks Women's Adrenaline GTS 13 Running Shoe
531,25,Nike Men's USA Away Stadium Replica Soccer Je
532,25,adidas Men's Germany Home Soccer Jersey
533,25,Nike+ Fuelband SE
534,25,PUMA Men's evoPOWER 1 Tricks FG Soccer Cleat
535,25,adidas Brazuca 2014 Top Repliqué Soccer Ball
536,25,Top Flite Women's XL 12-Piece Complete Set - 
537,25,Fitbit Flex Wireless Activity & Sleep Wristba
538,25,Nike Women's Tempo Shorts
539,25,"Nike Women's Pro Core 3"" Compression Shorts"
540,25,Coleman River Gorge 6 Person Dome Tent
541,25,adidas Brazuca 2014 Official Match Ball
542,25,adidas Men's Germany Black/Red Away Match Soc
543,25,Lady Hagen Women's Milan Golf Polo
544,25,adidas Kids' F5 Messi FG Soccer Cleat
545,25,Callaway X Hot Laser Rangefinder
546,25,Nike Women's Free 4.0 Running Shoe
547,25,Nike Men's Hypervenom Phantom Premium FG Socc
548,25,Under Armour Women's Micro G Skulpt Running S
549,26,Lotto Men's Zhero Gravity V 700 TF Soccer Cle
550,26,adidas Men's 2014 All-Star Game Tactile Hunte
551,26,Lotto Men's Zhero Gravity V 700 TF Soccer Cle
552,26,Lotto Men's Zhero Gravity V 700 TF Soccer Cle
553,26,adidas Men's 2014 MLS All-Star Game Dueling T
